exp#,utility_YS,utility_YS_order,utility_YS_course,utility_YS_both,gini_YS,gini_YS_order,gini_YS_course,gini_YS_both,base_0,base_rnd,base_DSA_RC,cl_60,cl_65,cl_70,cl_75,cl_80,cl_85,cl_90,friendship_w_0,friendship_w_1,method
4091,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4092,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4093,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4094,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4095,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4096,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4097,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4098,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4099,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4100,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4101,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4102,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4103,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4104,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4105,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4106,0,2097,0,0,0,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,order
4107,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4108,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4109,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4110,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4111,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4112,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4113,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4114,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4115,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4116,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4117,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4118,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4119,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4120,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4121,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4122,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4123,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4124,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4125,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4126,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4127,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4128,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4129,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4130,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4131,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4132,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4133,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4134,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4135,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4136,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4137,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4138,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4139,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4140,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4141,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4142,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4143,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4144,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4145,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4146,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4147,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4148,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4149,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4150,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4151,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4152,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4153,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4154,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4155,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4156,0,2107,0,0,0,0.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,order
4157,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4158,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4159,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4160,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4161,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4162,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4163,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4164,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4165,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4166,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4167,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4168,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4169,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4170,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4171,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4172,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4173,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4174,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4175,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4176,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4177,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4178,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4179,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4180,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4181,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4182,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4183,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4184,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4185,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4186,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4187,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4188,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4189,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4190,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4191,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4192,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4193,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4194,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4195,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4196,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4197,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4198,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4199,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4200,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4201,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4202,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4203,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4204,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4205,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4206,0,2117,0,0,0,0.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,order
4207,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4208,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4209,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4210,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4211,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4212,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4213,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4214,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4215,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4216,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4217,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4218,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4219,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4220,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4221,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4222,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4223,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4224,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4225,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4226,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4227,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4228,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4229,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4230,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4231,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4232,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4233,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4234,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4235,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4236,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4237,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4238,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4239,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4240,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4241,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4242,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4243,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4244,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4245,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4246,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4247,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4248,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4249,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4250,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4251,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4252,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4253,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4254,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4255,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4256,0,2124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,order
4257,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4258,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4259,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4260,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4261,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4262,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4263,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4264,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4265,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4266,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4267,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4268,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4269,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4270,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4271,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4272,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4273,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4274,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4275,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4276,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4277,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4278,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4279,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4280,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4281,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4282,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4283,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4284,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4285,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4286,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4287,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4288,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4289,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4290,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4291,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4292,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4293,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4294,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4295,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4296,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4297,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4298,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4299,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4300,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4301,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4302,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4303,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4304,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4305,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4306,0,0,459,0,0,0,9.31,0,0,1,0,1,0,0,0,0,0,0,1,0,course
4307,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4308,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4309,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4310,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4311,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4312,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4313,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4314,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4315,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4316,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4317,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4318,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4319,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4320,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4321,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4322,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4323,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4324,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4325,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4326,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4327,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4328,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4329,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4330,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4331,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4332,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4333,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4334,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4335,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4336,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4337,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4338,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4339,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4340,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4341,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4342,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4343,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4344,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4345,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4346,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4347,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4348,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4349,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4350,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4351,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4352,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4353,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4354,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4355,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4356,0,0,484,0,0,0,7.13,0,0,1,0,0,1,0,0,0,0,0,1,0,course
4357,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4358,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4359,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4360,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4361,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4362,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4363,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4364,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4365,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4366,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4367,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4368,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4369,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4370,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4371,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4372,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4373,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4374,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4375,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4376,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4377,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4378,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4379,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4380,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4381,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4382,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
4383,0,0,494,0,0,0,5.92,0,0,1,0,0,0,1,0,0,0,0,1,0,course
